;Adresse;CP;Ville;Latitude;Longitude;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
866; 8 Avenue Alphonse Pacifique;81160;Saint-Juéry ;43.95058;2.21006;4.65;1.59;1.55;2.21;2.99;2.09;1.25
867; 8 Avenue Jean Moulin;87400;Saint-Léonard-de-Noblat ;45.831324;1.49878;4.65;1.59;;2.21;2.99;2.09;1.29
868; 8 Boulevard Alsace Lorraine 0;64100;Bayonne ;43.4945814;-1.4688753;4.97;1.9;2.02;;2.99;2.15;1.29
869; 8 Boulevard Voltaire Zac La Mabilais;35000;Rennes ;48.1050968;-1.6943659999999;5.09;1.79;;2.8;3.1;2.45;1.3
870; 8 Place De L'hotel De Ville;14230;Isigny-sur-Mer ;49.319731;-1.101642;4.65;1.59;1.55;2.45;2.99;2.09;1.25
871; 8 Place De La Nation Zac De La Galathee;95170;Deuil-la-Barre ;48.9709331;2.320949;5.27;1.84;1.99;2.58;;2.12;1.35
872; 8 Place Du Chene Vert;79140;Cerizay ;46.822173;-0.667444;5.11;2.16;1.88;;;;
873; 8 Place Joseph Schaff 0;57950;Montigny-lès-Metz ;49.1007697;6.15435334;5.19;1.79;1.95;;3.1;2.45;1.3
874; 8 Route De Voulx;89100;Sens ;48.199849;3.265134;4.6;1.49;1.59;2.45;;1.89;1.25
875; 8 Rue Carnot;38430;Moirans ;45.32501;5.56597;4.79;1.65;1.54;;2.99;;
876; 8 Rue De Belleville;75020;Paris ;48.8722401;2.3779013;5.54;;;;;;
877; 8 Rue De L'industrie;01150;Lagnieu ;45.90151;5.34439;;1.59;1.55;;2.99;2.09;1.25
878; 8 Rue De La Souaberie;25200;Montbéliard ;47.510918;6.7974483;5.65;;2.1;2.89;3.5;;1.4
879; 8 Rue Du Faubourg St Martin;75010;Paris ;48.869477;2.355959;5.54;;2.16;2.85;3.66;2.32;1.64
880; 8 Rue Du Marche;82410;St-Etienne-Tulmont ;44.04939;1.4616;4.87;1.87;1.99;2.45;2.99;2.1;1.25
881; 8 Rue Emile Jamais;30900;Nîmes ;43.836457374892376;4.35519301835842;5.26;2.01;2.03;;3.38;2.2;1.52
882; 8 Rue Jean Jaures;64230;Lescar ;43.316129;-0.427578;4.6;1.49;1.55;;2.95;1.89;1.25
883; 8 Rue Notre Dame;33000;Bordeaux ;44.8498;-0.572405;5.18;;2.1;;3.26;2.25;1.42
884; 8 Rue Notre Dame De Lorette;75009;Paris ;48.8772617;2.3386571;5.54;2.03;2.16;2.85;3.66;2.32;1.64
885; 8-10 Rue De Dinard;35730;Pleurtuit ;48.5845294;-2.0578927;;2.16;;;3.1;;1.48
886; 8-10 Rue De L'ermitage;85670;St Christophe Ligner ;46.824777;-1.761406;5.72;2.33;;;3.49;;
887; 8-14 Rue Du Professeur Langevin;59170;Croix ;50.682786;3.159531;5.13;2.14;;;3.25;;1.3
888; 80 Avenue D'albi Borie De La Croix;12170;Réquista ;44.0363115;2.5245717;4.65;;1.55;;2.95;1.99;1.25
889; 80 Avenue St Jean D'angely;79000;Niort ;46.3178917;-0.4670628999999735;4.65;1.59;1.39;2.21;2.95;1.99;1.25
890; 80 Boulevard Maxime Gorki Le Globe;93240;Stains ;48.94;2.38472;;1.59;1.59;2.39;2.99;2.15;1.35
891; 80 Rue Francois Chenieux;87000;Limoges -Chenieux ;45.838977;1.257247;5.72;2.33;;2.99;;;1.43
892; 809 Route De Nice Rn7;06600;Antibes ;43.608442;7.12371;4.65;1.65;1.59;;2.99;2.59;1.35
893; 81 Avenue Des Minimes;31200;Toulouse ;43.62013;1.43593;5.1;;;;;;1.39
894; 81 Route Nationale;59152;Chéreng ;50.610904;3.20455;5.13;2.14;1.82;2.98;3.25;2.18;1.3
895; 81 Rue Du General Sarrail;10000;Troyes ;48.30768335127269;4.0441912764039;5.85;1.95;2.1;;3.5;2.75;1.45
896; 82 Cours Balguerie Stuttenberg;33300;Bordeaux ;44.857714;-0.568095;5.18;1.96;1.9;;;2.25;1.42
897; 82 Rue De La Roquette;75011;Paris ;48.8561161;2.375975;;;;;;;
898; 82 Rue Gambetta;51100;Reims ;49.24789;4.03804;4.65;1.59;1.59;;2.99;2.15;1.25
899; 83 Boulevard Silvio Trentin;31200;Toulouse ;43.626914;1.433549;4.65;1.59;1.43;;2.99;2.15;1.25
900; 83 Chaussee D Papin;59200;Tourcoing ;50.73364;3.14472;5.13;2.14;1.82;2.98;3.25;;
901; 84 Rue De La Republique;84200;Carpentras ;44.053258;5.0472103;5.26;2.01;2.03;2.95;;2.2;
902; 84 Rue De Lille;59280;Armentières ;50.683238;2.879124;5.13;2.14;1.82;;3.25;;1.3
903; 84 Rue Nd Des Champs;75006;Paris ;48.841791;2.332238;5.54;2.03;2.16;2.85;3.66;2.32;1.64
904; 85 Avenue Du Maine;75014;Paris ;48.838478;2.323222;5.54;2.03;2.16;2.85;3.52;2.32;1.64
905; 85 Route De Provins Cc Pincevent;94490;Ormesson-sur-Marne ;48.794647;2.55467;;1.59;1.59;2.29;2.95;2.15;1.29
906; 85 Rue Raymond Poincare 0;54136;Bouxières-aux-Dames ;48.756511;6.155505;4.6;2.07;1.76;;;2.13;1.28
907; 86 Avenue De Clichy;75017;Paris ;48.888729;2.324356;5.54;2.08;;;3.78;2.41;1.69
908; 86 Avenue De Verdun;77470;Trilport ;48.95757;2.95858;4.65;1.59;1.55;;2.99;2.09;1.25
909; 86 Route De La Reine;92100;Boulogne-Billancourt ;48.8400562;2.2369149;;2.03;;;;2.32;1.64
910; 86 Route De Plappeville;57050;Le Ban-Saint-Martin ;49.1282688;6.1483470000001;5.19;1.79;1.95;;3.1;2.45;1.3
911; 87 Route De Meurchin;62410;Wingles ;50.49705;2.86705;4.65;1.49;1.55;;2.89;2.15;1.25
912; 87 Rue Jean Monet;87570;Rilhac-Rancon ;45.899195;1.311416;4.89;2.09;1.76;;2.99;2.23;1.23
913; 87 Rue Sainte;13007;Marseille ;43.2912856;5.3684371;5.43;;1.75;2.8;;2.25;
914; 878 Avenue De Dunkerque 0;59160;Lomme ;50.646353;2.990891;5.02;2.07;1.76;2.91;3.2;2.16;1.27
915; 88 Avenue Du Chater;69340;Francheville ;45.733531;4.774126;;1.65;1.59;;3.15;2.29;1.35
916; 88 Rue De Paris;77140;Nemours ;48.2669821;2.6891997;5.32;1.77;1.82;;;2.16;1.3
917; 88 Rue Du Faubourg Madeleine;45000;Orléans ;47.8996444;1.8793932;4.65;1.59;1.42;2.21;2.95;4.3;1.25
918; 89 Avenue Du General De Gaulle;73200;Albertville ;45.667226;6.373868;4.65;1.59;1.43;;2.99;2.15;1.29
919; 89 Route De Toulouse;31190;Auterive ;43.3632485;1.4587047;4.65;1.49;1.55;2.21;2.99;2.09;1.25
920; 9 Avenue Charles Bohn;90000;Belfort ;47.65012;6.84623;4.65;1.59;1.55;2.21;2.99;2.09;1.25
921; 9 Avenue D'espagne;64600;Anglet -Espagne ;43.480116;-1.515923;5.68;2.07;;2.9;3.6;;1.58
922; 9 Avenue De La Division Leclerc;94230;Cachan ;48.785645;2.328368;4.9;1.69;1.65;;2.99;;1.29
923; 9 Avenue Du Cardinal Verdier;12600;Mur-de-Barrez ;44.84198;2.66091;4.97;1.9;2.02;2.26;2.99;2.25;1.29
924; 9 Avenue Du General De Gaulle;21200;Beaune ;47.016285;4.838243;;1.49;1.55;;;2.29;1.25
925; 9 Avenue Montaigne Rn1;60000;Beauvais ;49.411884;2.108096;4.6;1.49;1.55;2.39;2.99;1.89;
926; 9 Avenue Thiers;61600;La Ferté Macé ;48.593215;-0.35667;5.11;2.16;1.88;2.71;2.99;2.34;1.29
927; 9 Place De La Republique;36200;Argenton-sur-Creuse ;46.588462;1.519008;5.09;2.16;1.84;;3.1;;1.27
928; 9 Place Du Champ De Ville;27400;Louviers ;49.210714;1.164862;4.65;1.59;1.42;;2.99;2.29;1.29
929; 9 Place Levi Strauss;30000;Nîmes ;43.84505;4.368548;5.26;2.01;2.03;;3.38;;1.52
930; 9 Rue Brezin;75014;Paris ;48.830967;2.327946;5.54;2.03;2.16;2.85;3.66;2.32;1.64
931; 9 Rue Buffault;75009;Paris ;48.87555;2.341791;5.8;2.08;;;3.78;2.41;1.69
932; 9 Rue De L'hopital;54590;Hussigny-Godbrange ;49.493836;5.868107;5.5;1.89;;;3.3;2.59;1.39
933; 9 Rue Du Marechal Foch;22430;Erquy ;48.629862;-2.464471;4.99;2.14;1.8;;;2.29;1.26
934; 9 Rue Du Pont Aux Juifs;28210;Nogent-le-Roi ;48.6479859;1.5351719;4.75;1.59;1.59;;2.99;2.15;
935; 9 Rue Gambetta;08200;Sedan ;49.70079;4.945904;5.54;2.03;2.16;2.85;3.91;2.32;1.64
936; 9 Rue Hoogheporte;59180;Cappelle-la-Grande ;50.99821;2.3605;;1.59;1.49;2.45;2.99;2.29;1.35
937; 9/11 Rue Ernest Renan;92130;Issy-les-Moulineaux ;48.8292217;2.2832826;5.54;2.03;2.16;2.85;3.66;2.32;1.64
938; 90 Route De Bonneville;74100;Annemasse ;46.181861;6.238352;;1.59;1.55;;2.99;;1.25
939; 91 Boulevard Saint Michel;49100;Angers ;47.473813;-0.543913;;2.16;;2.67;3.1;2.32;1.27
940; 91 Rue De Boucicaut;92260;Fontenay-aux-Roses ;48.79235;2.28524;4.79;1.65;1.65;2.28;2.99;2.59;1.35
941; 92-94 Bld Baille;13005;Marseille ;43.287957;5.39055;5.34;2.09;2.09;2.95;3.38;;1.59
942; 93 Avenue Du Bac;94210;Saint-Maur-des-Fossés ;48.792969;2.516066;5.28;2.14;1.82;2.98;3.25;2.21;1.3
943; 93 Avenue Du General De Gaulle;18200;Saint-Amand-Montrond ;46.7311049;2.4913306;4.65;1.49;;;2.85;3.58;1.25
944; 93 Rue Jean Jaures;44400;Rezé ;47.185339;-1.5462256000001;;2.21;1.89;;3.17;;
945; 93 Rue Nationale;85280;La Ferrière ;46.711785;-1.316239;4.99;2.14;1.8;;3.06;2.29;1.26
946; 94 Rue Saint Louis;62200;Boulogne-sur-Mer ;50.7265896;1.6065359;5.02;2.07;1.76;;;;1.27
947; 940 Avenue De Verdun;62600;Berck ;50.405173;1.599526;;1.49;1.55;2.39;2.89;1.89;1.25
948; 97 Avenue St Georges;89000;Auxerre ;47.79668;3.54718;4.65;1.59;;;2.99;2.15;1.25
949; 97 Grande Rue - Aiguebelle;73220;Aiguebelle ;45.5419;6.30527;5.13;2.01;1.98;2.95;3.38;2.2;1.52
950; 976 Avenue Rhin Et Danube;06140;Vence ;43.725562;7.095137;4.99;1.96;1.97;2.76;2.99;2.12;1.33
951; 98 Avenue De Chazeuil;03150;Varennes-sur-Allier ;46.316901;3.397562;4.65;1.59;;;2.99;2.15;1.25
952; 99 Boulevard Cognehors;17000;La Rochelle ;46.167713;-1.138668;4.65;1.59;1.59;;2.99;;1.25
953; 9pl D/L Motte Rouge;17000;La Rochelle ;46.155805;-1.148045;5.21;2.21;1.89;2.74;3.17;;1.3
954; 9plce Mchal Delattre De Tassigny;68800;Thann ;47.812317;7.098589;5.85;1.95;2.1;3.15;3.5;;1.45
955; Allee Croix Chemin De Genevoix;64240;Urt ;43.493615;-1.293392;;1.59;1.39;2.21;2.89;1.99;1.25
956; Allee De Fonchenille;63360;Gerzat ;45.81828;3.15243;4.65;1.49;;;2.89;1.89;1.25
957; Allee De Kerletu Keryado     Cc K2;56100;Lorient ;47.762636;-3.391797;4.6;1.45;1.55;2.39;2.95;1.89;1.25
958; Allee De L'europe Parc D'activite Du Castel;60500;Chantilly ;49.20228;2.46391;4.65;1.59;;;2.89;1.99;1.25
959; Allee De Marveille;09350;Les Bordes-sur-Arize ;43.1068332;1.3720141;;1.96;1.97;2.76;3.08;2.12;1.33
960; Allee Des Jardins De Valmont 132 Avenue Anatole France;59410;Anzin ;43.5979527;7.0885575;4.65;1.49;1.55;;2.85;1.99;
961; Allee Du Preambule Cc Carre Senart;77127;Lieusaint ;48.61297;2.54793;4.6;1.65;1.59;2.35;3.19;2.39;
962; Allee Du Sainfoin;70600;Champlitte ;47.616800184149355;5.51114091370306;5.15;;;;;;
963; Angle Bd Henri Marti;02100;Saint-Quentin ;49.846451;3.278944;5.12;2.07;1.76;;3.2;2.16;
964; Av Des Pyrenees;32300;Mirande ;43.515595;0.398138;4.65;1.59;1.39;;2.99;;1.25
965; Av Marechal Juin;64200;Biarritz ;43.4723356;-1.5406878;;2.07;;2.9;3.6;2.45;1.58
966; Av. Marechal Joffre;66120;Font-Romeu-Odeillo-Via ;42.503068;2.044462;5.2;1.96;2.09;2.6;3.13;2.24;1.35
967; Av.Julian Grimau;40220;Tarnos ;43.549818;-1.490054;5.18;1.96;2.1;;3.26;;1.42
968; Avenue Blaise Pascal Zi Les Sables;91420;Morangis ;48.69674;2.33277;4.6;1.59;1.55;2.21;2.99;;
969; Avenue Bonneveaux Pres Base De Loisirs;91150;Étampes ;48.42986;2.159506;4.6;1.49;1.55;2.29;2.99;2.15;
970; Avenue Charles De Gaulle Zac Gray Sud;70100;Gray ;47.436231;5.597448;4.65;1.49;1.45;2.21;2.95;1.89;1.25
971; Avenue Charles De Refuge Cc St Andre;10120;Saint-André-les-Vergers ;48.283371;4.053848;4.6;1.59;1.55;;;2.15;1.35
972; Avenue Charles Wallyn;59123;Bray-Dunes ;51.073722;2.518011;5.01;2.07;1.76;;2.99;2.13;1.28
973; Avenue Colbert;58000;Nevers ;46.994105;3.160753;4.65;1.49;;;2.89;1.89;1.25
974; Avenue Corps Franc Pommies Route De Tarbes;32000;Auch ;43.62991;0.581312;4.6;1.49;1.55;2.08;2.99;1.69;1.25
975; Avenue D'offenbourg Cc Marjorie;39000;Lons-le-Saunier ;46.679699;5.571463;4.65;1.49;1.59;;2.99;2.15;1.25
976; Avenue De Bagneres;65190;Tournay ;43.179333;0.24126009999998;4.87;1.87;1.99;;;;
977; Avenue De Bonen Cc Les Rocheres;72230;Mulsanne ;47.914078;0.246402;4.65;1.49;1.55;2.45;2.95;;
978; Avenue De Bourgogne;21800;Quetigny ;47.309624;5.104218;4.6;1.49;1.55;;2.95;2.29;
979; Avenue De Bretagne Cc Canourgues;13300;Salon-de-Provence ;43.652557;5.098383;4.65;1.59;1.55;2.21;2.99;2.09;1.25
980; Avenue De Clermont Cc Riom Sud;63200;Ménétrol ;45.876759;3.117596;;1.49;1.55;;;1.99;1.25
981; Avenue De Cocagne Za Du Tambouret;31560;Nailloux ;43.35617;1.62309;4.87;1.87;1.99;;2.92;2.1;1.25
982; Avenue De Compiegne;02200;Mercin-et-Vaux ;49.380741;3.300473;4.65;1.59;1.55;2.45;2.89;2.15;1.25
983; Avenue De Dompierre;03120;Lapalisse ;46.256122;3.623102;4.65;1.59;;;2.89;2.15;1.25
984; Avenue De Fribourg Ile Napoleon;68110;Illzach ;47.77225;7.384534;4.6;1.49;1.55;2.39;2.99;2.15;
985; Avenue De L'europe Cc La Rocade;27500;Pont-Audemer ;49.349459;0.532446;4.65;1.49;1.55;;2.85;1.99;1.25
986; Avenue De L'europe Les Bocquets;76230;Bois-Guillaume ;49.476124;1.107704;4.65;1.59;1.55;;2.95;1.99;1.25
987; Avenue De L'universite Cc Grand Var;83160;La Valette-du-Var ;43.141219;6.014717;4.6;1.65;1.59;;2.99;2.39;
988; Avenue De La Flaudaie Cc La Madeleine;35400;Saint-Malo ;48.623801;-1.994182;4.6;1.49;1.55;2.39;2.89;2.15;1.25
989; Avenue De La Gare;24220;Saint-Cyprien ;44.863583;1.041088;4.75;1.92;1.49;2.21;2.99;2.09;1.25
990; Avenue De La Hetraie;76550;Offranville ;49.8719138;1.0481563;4.75;1.59;1.55;;2.95;;1.25
991; Avenue De La Legion D'honneur;44600;Saint-Nazaire ;47.276737;-2.204317;4.65;1.59;1.39;2.45;2.89;1.99;1.25
992; Avenue De La Liberation;77480;Bray-sur-Seine ;48.41399;3.24275;4.65;1.59;1.39;;2.95;;1.25
993; Avenue De La Liberation Le Champ Ste Croix;60150;Longueil-Annel ;49.46774;2.86188;;1.49;1.39;;2.89;1.99;1.25
994; Avenue De La Mer;83140;Six-Fours-les-Plages ;43.103078;5.818695;4.65;1.59;1.55;2.21;2.99;2.15;1.5
995; Avenue De La Plaine;15250;Jussac ;44.996488;2.42108;4.89;1.93;1.9;2.72;2.99;2.07;1.3
996; Avenue De La Republique Cc Pontault 2000;77340;Pontault-Combault ;48.799412;2.607266;4.65;1.65;1.65;;2.99;2.29;1.29
997; Avenue De La Resistance;71700;Tournus ;46.56517;4.9052;;1.65;1.59;;2.99;2.29;1.35
998; Avenue De La Victoire;02480;Jussy ;49.7355991;3.2472145;5.01;2.07;1.76;;2.99;2.13;1.28
999; Avenue De Perie;32110;Nogaro ;43.76312;-0.03192;4.65;1.59;1.55;2.21;2.95;;1.25
1000; Avenue De Toulouse;12200;Villefranche-de-Rouergue ;44.36192;2.034225;4.6;1.59;1.55;2.45;2.99;2.15;1.25
1001; Avenue De Verdun;77370;Nangis ;48.55753;3.02324;4.65;1.49;1.55;;2.85;1.99;1.25
1002; Avenue De Villefranche Zac De Plaisance;41200;Romorantin-Lanthenay ;47.337745;1.748488;4.6;1.49;;;2.89;1.99;1.29
1003; Avenue Denis Thermes;73630;Le Châtelard ;45.68563;6.13629;4.99;;1.91;;2.99;;
1004; Avenue Des Allies;83240;Cavalaire-sur-Mer ;43.17097;6.52635;4.65;1.59;1.59;;2.99;4.3;1.25
1005; Avenue Des Corbieres;11200;Lézignan-Corbières ;43.19418;2.75619;4.65;1.49;1.55;2.21;2.89;1.79;1.25
1006; Avenue Des Fontenelles Parame;35400;Saint-Malo ;48.669401;-1.980697;5.09;1.77;1.82;;;2.16;1.3
1007; Avenue Des Granges Blanches;42540;Saint-Just-la-Pendue ;45.892846;4.239153;5.58;2.15;2.1;3.0;3.61;;
1008; Avenue Des Palmiers Lotissement Le Mail;83140;Six-Fours-les-Plages ;43.0766832;5.805927;5.41;;2.03;2.99;3.5;;
1009; Avenue Des Portes Occitanes Zi - N9;03800;Gannat ;46.08599;3.1998;4.65;1.59;1.39;;2.99;2.09;
1010; Avenue Des Pyramides;77420;Champs-sur-Marne ;48.854102;2.58277;;1.65;1.59;2.29;3.15;2.39;1.35
1011; Avenue Du Bon Pasteur Cc Ecully Grand Ouest;69130;Écully ;45.788564;4.775131;;1.65;1.59;;;2.29;1.29
1012; Avenue Du Bourbonnais;23600;Boussac ;46.35153;2.21403;4.75;1.59;;;2.99;2.15;1.25
1013; Avenue Du Gendarme Castermant Cc Chelles 2;77500;Chelles ;48.8784;2.61055;;1.59;1.59;2.29;;2.15;1.29
1014; Avenue Du General De Gaulle;10400;Nogent-sur-Seine ;48.491918;3.513593;4.65;1.59;1.55;2.45;2.99;2.15;1.25
1015; Avenue Du General De Gaulle Cc Rendez Vous;16800;Soyaux ;45.635449;0.211188;4.6;1.49;1.55;2.29;2.89;1.99;1.25
1016; Avenue Du General De Gaulle Zac De Maupas;71880;Châtenoy-le-Royal ;46.796382;4.812092;4.65;1.59;1.43;2.21;2.95;2.09;1.25
1017; Avenue Du General Leclerc;80460;Ault ;50.10077;1.44886;5.12;2.07;1.78;2.94;3.13;2.18;1.31
1018; Avenue Du General Patton;45330;Le Malesherbois ;48.295567;2.390944;4.65;1.59;;2.21;2.95;1.99;
1019; Avenue Du Grand Cottignies;59290;Wasquehal ;50.681392;3.124092;;1.59;1.55;2.45;2.99;;1.35
1020; Avenue Du Jai Alai;64220;Saint-Jean-Pied-de-Port ;43.1657;-1.23376;4.65;1.49;1.55;2.21;2.84;;1.25
1021; Avenue Du Marechal Foch;01400;Châtillon-sur-Chalaronne ;46.121665;4.952765;4.65;1.59;1.43;2.39;2.89;2.15;1.25
1022; Avenue Du Marechal Gallieni;77165;Saint-Soupplets ;49.035538;2.800261;4.65;;;;2.95;2.15;1.25
1023; Avenue Du Nord;31210;Montréjeau ;43.089138;0.563081;4.65;1.59;1.39;2.21;2.99;1.9;1.25
1024; Avenue Du President Kennedy;64000;Pau ;43.31004;-0.36598;;1.59;1.55;2.21;2.99;2.06;1.25
1025; Avenue Du President Roosevelt Cc De La Croix Dampierre;51000;Châlons-en-Champagne ;48.941938;4.385458;;1.59;1.55;2.29;2.99;2.29;1.35
1026; Avenue Edme-Pierre Chauvot De Be Auchene;89100;Paron -Chauvot ;48.188238;3.246748;;2.33;;;3.49;;
1027; Avenue Emmanuel Brion;76680;Saint-Saëns ;49.67058;1.28408;4.65;1.65;1.43;;2.99;4.3;1.35
1028; Avenue Francois Mitterand Cc L'arche;71200;Le Creusot ;46.80666;4.42817;4.65;1.49;1.55;;2.89;1.99;1.25
1029; Avenue Francois Mitterrand;62790;Leforest ;50.4367505;3.0552989;4.65;1.59;1.45;2.45;2.99;2.15;1.25
1030; Avenue George Freche Cc Grand Sud;34970;Lattes ;43.582581;3.931106;4.6;1.59;1.55;;2.95;1.99;1.29
1031; Avenue Georges Clemenceau;59680;Ferrière-la-Grande ;50.26;4.00435;4.65;1.65;1.59;2.45;2.99;2.15;1.25
1032; Avenue Guynemer Zup Beau Marais  Cc Cote D'opale;62100;Calais ;50.951754;1.89023;4.6;1.49;1.55;2.39;2.89;1.89;1.25
1033; Avenue Henri Barbusse;59770;Marly ;50.347552;3.553521;4.65;1.59;1.55;;2.99;;1.29
1034; Avenue Henri Planchet;42340;Veauche ;45.56354;4.29077;4.65;1.59;1.55;2.45;2.95;2.09;1.25
1035; Avenue Hubert Mouly;11100;Narbonne ;43.178748;3.026351;;1.59;1.45;;2.77;1.8;1.07
1036; Avenue Jean Chatelet;18500;Mehun-sur-Yèvre ;47.15365;2.213476;4.65;1.49;;;2.89;1.79;1.25
1037; Avenue Jean Jaures;40190;Villeneuve-de-Marsan ;43.885552;-0.311123;4.65;1.59;1.55;2.21;2.99;2.09;1.25
1038; Avenue Jean Leon Laporte Zac Des Pontots  Cc Bab2;64600;Anglet ;43.488072;-1.499184;4.6;1.49;1.55;2.07;2.89;1.89;1.25
1039; Avenue Jean Martouret;43120;Monistrol-sur-Loire ;45.289252;4.167955;4.65;1.49;;;2.95;2.09;
1040; Avenue Jean Monet Lieu Dit Millet;31390;Carbonne ;43.308655;1.217644;4.65;1.49;1.55;;2.89;1.89;1.25
1041; Avenue Jean Moos Zi La Gaite;69550;Amplepuis ;45.9825;4.3336;4.75;1.65;1.59;2.45;2.99;2.29;1.29
1042; Avenue Joffre Cc Val De L'aa;62500;Saint-Martin-lez-Tatinghem ;50.754462;2.243052;4.6;1.49;1.55;2.39;2.99;1.99;1.25
1043; Avenue Kennedy;60800;Crépy-en-Valois ;49.227063;2.881446;4.65;1.93;1.55;2.21;2.99;2.15;1.25
1044; Avenue Leon Bourgeois Avenue Daveluy Briancourt;83000;Toulon ;43.120754;5.949283;4.65;1.59;1.59;2.21;2.99;2.15;
1045; Avenue Manoukian Lieu Dit Le Charrel;13400;Aubagne ;43.2859;5.548654;4.79;;1.59;;2.99;;1.25
1046; Avenue Marcel Paul;04220;Sainte-Tulle ;43.786252;5.770901;4.99;1.96;1.97;2.76;3.08;2.12;1.33
1047; Avenue Maximiliansau;76450;Cany-Barville ;49.792;0.63561;4.65;1.59;1.59;;2.99;2.15;1.29
1048; Avenue Mozart;35830;Betton ;48.182557;-1.637989;4.65;1.49;1.39;;;1.89;1.25
1049; Avenue Nelson Mandela Cc St Quentin;60000;Beauvais ;49.430447;2.071725;4.6;1.49;1.55;2.39;2.99;1.89;1.25
1050; Avenue Noellet;63110;Beaumont ;45.758486;3.101215;4.65;1.65;;;2.99;2.29;1.25
1051; Avenue Pierre Brule;72400;La Ferté-Bernard ;48.180845;0.662144;4.65;1.49;1.39;;2.89;1.99;1.25
1052; Avenue Pierre De Coubertin;84270;Vedène ;43.979153;4.9078039999999;4.99;;1.79;2.58;3.08;2.12;1.33
1053; Avenue Pierre Mendes France;49240;Avrillé ;47.50245;-0.58535;4.65;1.59;1.39;2.45;2.99;2.15;
1054; Avenue Raymond Poincare;19130;Objat ;45.253958;1.410668;4.65;;1.55;2.2;2.99;1.99;1.25
1055; Avenue Robert Schuman Val Notre Dame;78500;Sartrouville ;48.945854;2.196521;;1.59;1.55;2.29;2.99;2.15;1.29
1056; Avenue Stendhal Cc Les Fontaines;37000;Tours ;47.368525;0.706959;4.65;1.59;1.42;;2.99;2.15;1.25
1057; Avenue Van De Walles;71170;Chauffailles ;46.20469;4.33557;4.75;1.59;1.55;;2.99;4.3;1.25
1058; Avenue Victor Hugo;19110;Bort-les-Orgues ;45.40289;2.49907;;1.59;;2.39;2.89;2.09;1.25
1059; Bd Du Docteur Jacques Minet Cite Jardins;13140;Miramas ;43.57605;4.99859;4.65;1.59;1.39;2.21;2.95;1.99;1.25
1060; Bois De Chalimbaud D523;38190;Froges ;45.264701;5.912661;4.6;1.65;1.45;2.45;2.99;2.29;1.25
1061; Boulevard Charles De Gaulle Zac Croix Blanche;01000;Bourg-en-Bresse ;46.200113;5.242829;;1.59;1.55;;2.99;2.15;1.25
1062; Boulevard D'armor;22390;Bourbriac ;48.477331;-3.187355;;2.14;1.8;;2.99;2.29;1.26
1063; Boulevard De Kent Cite De L'europe;62231;Coquelles ;50.93445;1.807719;4.6;1.49;1.55;2.39;2.95;1.89;1.25
1064; Boulevard De L'atlantique Cc Plein Sud;79000;Niort ;46.317515;-0.48248;4.6;1.49;1.55;2.39;2.95;1.99;1.25
1065; Boulevard De L'europe;31120;Portet-sur-Garonne ;43.533924;1.397069;4.6;1.49;1.55;2.39;;;1.25
1066; Boulevard De L'europe Cc Evry 2;91000;Évry-Courcouronnes ;48.629507;2.426794;4.6;1.65;1.59;2.29;3.25;2.39;
1067; Boulevard De La Baule;44800;Saint-Herblain ;47.22177;-1.60516;4.6;1.49;1.55;2.29;2.89;1.99;1.25
1068; Boulevard De La Republique;41300;Salbris ;47.42219;2.05351;4.65;1.59;;2.21;2.89;;
1069; Boulevard De Moselle;59000;Lille ;50.627664;3.033099;4.65;1.59;1.59;;2.99;2.29;1.25
1070; Boulevard De St Nazaire Zac Le Hecqueux;44380;Pornichet ;47.25783;-2.31797;4.65;1.49;1.55;;2.95;2.09;1.25
1071; Boulevard Dentu;61120;Vimoutiers ;48.933569;0.19774219999999332;4.65;1.59;1.55;;2.99;2.09;1.25
1072; Boulevard Des Islandais;22680;Binic-Étables-sur-Mer ;48.644807;-2.836423;4.65;1.49;1.39;2.39;2.89;1.89;1.25
1073; Boulevard Des Resistants;59550;Landrecies ;50.12335;3.68914;;1.59;1.55;;2.95;2.29;1.25
1074; Boulevard Des Sports Cc Dax 2000;40100;Dax ;43.708927;-1.043154;4.6;1.49;1.55;2.39;2.95;1.89;1.25
1075; Boulevard Du Nord;32200;Gimont ;43.625751;0.88001;4.65;1.59;1.39;2.21;2.95;;1.25
1076; Boulevard Edouard Herriot Zac Mozart;69800;Saint-Priest ;45.69464;4.9383;4.65;1.59;1.55;2.65;2.95;1.99;
1077; Boulevard Elisabeth Boselli;49000;Angers ;47.494663;-0.576254;5.72;2.33;2.02;2.99;3.49;;
1078; Boulevard Gambetta;95640;Marines ;49.14718;1.97376;4.65;1.65;1.59;;2.99;;1.29
1079; Boulevard Isambard;27200;Vernon ;49.08991;1.47187;4.6;1.59;1.59;;2.99;2.15;1.35
1080; Boulevard Jacques Duclos Rn 10;40220;Tarnos ;43.525883;-1.463144;4.6;1.49;1.55;2.29;2.89;1.89;1.25
1081; Boulevard Louis Pradel;69330;Jonage ;45.796495;5.048291;4.65;1.59;1.45;;;2.15;1.25
1082; Boulevard Paul Doumer;14780;Lion-sur-Mer ;49.301457;-0.31747;4.99;2.14;1.8;2.65;2.99;2.29;
1083; C.C Les Poiriers;31180;Lapeyrouse-Fossat ;43.691801;1.516968;5.68;2.07;2.2;2.9;3.46;;
